SKU,URLIMG,POS
AKRCS105,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/RCS105_1.jpg?v=1729636910,1
,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/RCS105_2.jpg?v=1729636909,2
AKRCM104,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/RCM104.jpg?v=1729636527,1
,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/RCM0104_1.jpg?v=1729636527,2
AKRCM101,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/RCM101.jpg?v=1729574398,1
,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/RCM0101_1.jpg?v=1729574398,2
AK11510,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/AK11510.jpg?v=1729574128,1
TAM-LP83,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamLP83.jpg?v=1727679232,1
TAM-LP82,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamLP82.jpg?v=1727679156,1
TAM-LP81,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamLP81.jpg?v=1727679068,1
TAM-LP80,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp80.jpg?v=1727678952,1
TAM-LP79,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp79.jpg?v=1727678829,1
TAM-LP78,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp78.jpg?v=1727678703,1
TAM-LP77,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp77.jpg?v=1727678380,1
TAM-LP76,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp76.jpg?v=1727678314,1
TAM-LP75,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp75.jpg?v=1727678177,1
TAM-LP74,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp74.jpg?v=1727677899,1
TAM-LP73,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp73.jpg?v=1727676427,1
TAM-LP72,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp72.jpg?v=1727675686,1
TAM-LP71,https://cdn.shopify.com/s/files/1/0853/2056/5025/files/tamlp71.jpg?v=1727675619,1
